Author,Title,Description,Genre,Banned
"Ibram X., Kendi",Stamped from the Beginning: The Definitive History of Racist Ideas in America,"In this deeply researched and fast-moving narrative, Kendi chronicles the entire story of anti-Black racist ideas and their staggering power over the course of American history. Stamped from the Beginning uses the lives of five major American intellectuals to offer a window into the contentious debates between assimilationists and segregationists and between racists and anti-racists. From Puritan minister Cotton Mather to Thomas Jefferson, from fiery abolitionist William Lloyd Garrison to brilliant scholar W. E. B. Du Bois to legendary anti-prison activist Angela Davis, Kendi shows how and why some of our leading pro-slavery and pro–civil rights thinkers have challenged or helped cement racist ideas in America.  As Kendi illustrates, racist thinking did not arise from ignorance or hatred. Racist ideas were created and popularized in an effort to defend deeply entrenched discriminatory policies and to rationalize the nation’s racial inequities in everything from wealth to health. While racist ideas are easily produced and easily consumed, they can also be discredited. In shedding much-needed light on the murky history of racist ideas, offers tools to expose them—and in the process, reason to hope.","Nonfiction, History, Race, Social Justice, Politics, Anti Racist, Audiobook",1
"Sarah E., King",Maya Angelou: Greeting the Morning,"Through the dauntless pursuit of a dream or the unwavering belief in an idea, each of the individuals featured in these fascinating biographies has changed the world.",Biography,1
"Kristin, Hannah",On Mystic Lake,"Annie Colwater’s husband has just confessed that he’s in love with a younger woman. Devastated, Annie retreats to the small town where she grew up. There, she is reunited with her first love, Nick Delacroix, a recent widower who is unable to cope with his silent, emotionally scarred young daughter. Together, the three of them begin to heal. But just when Annie believes she’s been given a second chance at happiness, her world is turned upside down again, and she is forced to make a choice that no woman in love should ever have to make.","Fiction, Romance, Chick Lit, Contemporary, Contemporary Romance, Adult Fiction, Adult",1
"Stephen, King",Lisey's Story,"Lisey Debusher Landon lost her husband, Scott, two years ago, after a twenty-five year marriage of the most profound and sometimes frightening intimacy. Scott was an award-winning, bestselling novelist and a very complicated man. Early in their relationship, before they married, Lisey had to learn from him about books and blood and bools. Later, she understood that there was a place Scott went--a place that both terrified and healed him, that could eat him alive or give him the ideas he needed in order to live. Now it's Lisey's turn to face Scott's demons, Lisey's turn to go to Boo'ya Moon. What begins as a widow's efforts to sort through the papers of her celebrated husband becomes a nearly fatal journey into the darkness he inhabited. Perhaps King's most personal and powerful novel, Lisey's Story is about the wellsprings of creativity, the temptations of madness, and the secret language of love. (front flap)","Horror, Fiction, Fantasy, Thriller, Mystery, Audiobook, Romance",1
"Preston, Norton",Where I End and You Begin,"Ezra Slevin is an anxious, neurotic insomniac who spends his nights questioning his place in the universe and his days obsessing over Imogen, a nerdy girl with gigantic eyebrows and a heart of gold.  For weeks, Ezra has been working up the courage to invite Imogen to prom. The only problem is Imogen’s protective best friend, Wynonna Jones. Wynonna has blue hair, jams to '80s rock, and has made a career out of tormenting Ezra for as long as he can remember.  Then, on the night of a total solar eclipse, something strange happens to Ezra and Wynonna--and they wake up in each other’s bodies. Not only that, they begin randomly swapping back and forth every day! Ezra soon discovers Wynonna’s huge crush on his best friend, Holden, a five-foot-nothing girl magnet with anger management problems. With no end to their curse in sight, Ezra makes Wynonna a proposition: while swapping bodies, he will help her win Holden’s heart…but only if she helps him woo Imogen.  Forming an uneasy alliance, Ezra and Wynonna embark on a collision course of mistaken identity, hurt feelings, embarassing bodily functions, and a positively byzantine production of . Ezra wishes he could be more like Wynonna’s badass version of Ezra--but he also realizes he feels more like himself while being Wynonna than he has in a long time…  Wildly entertaining and deeply heartfelt, is a brilliant, unapologetic exploration of what it means to be your best self.","Young Adult, Romance, Contemporary, LGBT, Fantasy, Fiction, Magical Realism",1
"Miles, Orvell",American Photography,"150 years of American photography come alive in this exciting new book, placing it in its cultural context for the first time. Orvell examines this fascinating subject through a wide range of well known and less-well known images. He ranges from portraiture and landscape photography, family albums and memory, and analyses the particularly 'American' way in which American photographers have viewed the world around them.  Orvell combines a clear overview of the changing nature of photographic thinking and practice in this period with an exploration of key concepts. The result is the first coherent history of American photography, which examines issues such as the nature of photographic exploitation, experimental techniques, the power of the photograph to shock, and whether we should subscribe to the notion of a visual history.","Photography, Art, Art History, Nonfiction",1
"Dorothy, Allison",Bastard out of Carolina,"Greenville County, South Carolina, is a wild, lush place that is home to the Boatwright family—a tight-knit clan of rough-hewn, hard-drinking men who shoot up each other's trucks, and indomitable women who get married young and age too quickly. At the heart of this story is Ruth Anne Boatwright, known simply as Bone, a bastard child who observes the world around her with a mercilessly keen perspective. When her stepfather Daddy Glen, ""cold as death, mean as a snake,"" becomes increasingly more vicious toward her, Bone finds herself caught in a family triangle that tests the loyalty of her mother, Anney—and leads to a final, harrowing encounter from which there can be no turning back.","Fiction, Classics, Southern, Coming Of Age, Literary Fiction, Queer, Novels",1
"Wally, Lamb",She's Come Undone,"In this extraordinary coming-of-age odyssey, Wally Lamb invites us to hitch a wild ride on a journey of love, pain, and renewal with the most heartbreakingly comical heroine to come along in years.  Meet Dolores Price. She's 13, wise-mouthed but wounded, having bid her childhood goodbye. Stranded in front of her bedroom TV, she spends the next few years nourishing herself with the Mallomars, potato chips, and Pepsi her anxious mother supplies. When she finally orbits into young womanhood at 257 pounds, Dolores is no stronger and life is no kinder. But this time she's determined to rise to the occasion and give herself one more chance before she really goes under.","Fiction, Contemporary, Chick Lit, Coming Of Age, Adult Fiction, Novels, Adult",1
"Jules, Machias",Both Can Be True,"Two kids join forces to save a dog . . . but wind up saving each other.  Ash is no stranger to feeling like an outcast. For someone who cycles through genders, it’s a daily struggle to feel in control of how people perceive you. Some days Ash is undoubtedly girl, but other times, 100 percent guy. Daniel lacks control too—of his emotions. He’s been told he’s overly sensitive more times than he can count. He can’t help the way he is, and he sure wishes someone would accept him for it.  So when Daniel’s big heart leads him to rescue a dog that’s about to be euthanized, he’s relieved to find Ash willing to help. The two bond over their four-legged secret. When they start catching feelings for each other, however, things go from cute to complicated. Daniel thinks Ash is all girl . . . what happens when he finds out there’s more to Ash’s story?  With so much on the line—truth, identity, acceptance, and the life of an adorable pup named Chewbarka—will Ash and Daniel forever feel at war with themselves because they don’t fit into the world’s binaries? Or will their friendship help them embrace the beauty of living in between?","LGBT, Middle Grade, Queer, Contemporary, Romance, Young Adult, Realistic Fiction",1
"Robert James, Waller",A Thousand Country Roads: An Epilogue to The Bridges of Madison County,"At last, the rest of the story…  Ten years and twelve million copies after the first printing of The Bridges of Madison County, Robert James Waller brings to a poignant conclusion his story of the love affair between a wandering photographer and the conventional wife of an Iowa farmer.  In A Thousand Country Roads, Robert Kincaid initially finds himself with little but memories—memories of a lonely existence lived mostly on the road and memories of Francesca Johnson, the woman whose passion he stirred so briefly and with such power. Kincaid takes to the road again in what becomes a journey of discovery and surprise. With his dog Highway beside him, Kincaid begins a long winding run back to Roseman Bridge in Madison County, Iowa, returning to the place of his great love affair.  Living her own solitary life, Francesca still visits Roseman Bridge and reflects on her days and nights with Robert Kincaid. Cherishing the memory of the strange wandering man who changed her world, she vows to search for him.","Fiction, Romance, Novels, Adult Fiction, Chick Lit, Classics, Drama",1
"Lynn, Nottage",Sweat,"Filled with warm humor and tremendous heart, SWEAT tells the story of a group of friends who have spent their lives sharing drinks, secrets, and laughs while working together on the factory floor. But when layoffs and picket lines begin to chip away at their trust, the friends find themselves pitted against each other in a heart-wrenching fight to stay afloat.","Plays, Drama, Fiction, Theatre, School, Read For School, College",1
"Pierce, Brown",Red Rising,"""I live for the dream that my children will be born free,"" she says. ""That they will be what they like. That they will own the land their father gave them.""  ""I live for you,"" I say sadly.  Eo kisses my cheek. ""Then you must live for more.""  Darrow is a Red, a member of the lowest caste in the color-coded society of the future. Like his fellow Reds, he works all day, believing that he and his people are making the surface of Mars livable for future generations.  Yet he spends his life willingly, knowing that his blood and sweat will one day result in a better world for his children.  But Darrow and his kind have been betrayed. Soon he discovers that humanity already reached the surface generations ago. Vast cities and sprawling parks spread across the planet. Darrow—and Reds like him—are nothing more than slaves to a decadent ruling class.  Inspired by a longing for justice, and driven by the memory of lost love, Darrow sacrifices everything to infiltrate the legendary Institute, a proving ground for the dominant Gold caste, where the next generation of humanity's overlords struggle for power. He will be forced to compete for his life and the very future of civilization against the best and most brutal of Society's ruling class. There, he will stop at nothing to bring down his enemies... even if it means he has to become one of them to do so.","Science Fiction, Fantasy, Fiction, Dystopia, Young Adult, Audiobook, Science Fiction Fantasy",1
"Shelby, Mahurin",Gods and Monsters,"The spellbinding conclusion to the New York Times and IndieBound bestselling trilogy Serpent & Dove. This stunning fantasy take on French witches and forbidden love is perfect for fans of Sarah J. Maas.  Evil always seeks a foothold. We must not give it one.  After a heartbreaking loss, Lou, Reid, Beau, and Coco are bent on vengeance more than ever before—and none more so than Lou.  But this is no longer the Lou they thought they knew. No longer the Lou that captured a chasseur’s heart. A darkness has settled over her, and this time it will take more than love to drive it out.","Fantasy, Romance, Young Adult, Witches, Audiobook, Young Adult Fantasy, Romantasy",1
"Meredith, Russo",If I Was Your Girl (MR),"A new kind of big-hearted novel about being seen for who you really are.  Amanda Hardy is the new girl in school. Like anyone else, all she wants is to make friends and fit in. But Amanda is keeping a secret, and she's determined not to get too close to anyone.  But when she meets sweet, easygoing Grant, Amanda can't help but start to let him into her life. As they spend more time together, she realizes just how much she is losing by guarding her heart. She finds herself yearning to share with Grant everything about herself, including her past. But Amanda's terrified that once she tells him the truth, he won't be able to see past it.  Because the secret that Amanda's been keeping? It's that at her old school, she used to be Andrew. Will the truth cost Amanda her new life, and her new love?  Meredith Russo's is a universal story about feeling different and a love story that everyone will root for.","Young Adult, LGBT, Contemporary, Romance, Fiction, Queer, Transgender",1
"Ellen, Hopkins",Glass,"Crank. Glass. Ice. Crystal. Whatever you call it, it's all the same: a monster. And once it's got hold of you, this monster will never let you go. Kristina thinks she can control it. Now with a baby to care for, she's determined to be the one deciding when and how much, the one calling the shots. But the monster is too strong, and before she knows it, Kristina is back in its grips. She needs the monster to keep going, to face the pressures of day-to-day life. She needs it to feel alive. Once again the monster takes over Kristina's life and she will do anything for it, including giving up the one person who gives her the unconditional love she craves -- her baby.","Young Adult, Poetry, Fiction, Contemporary, Realistic Fiction, Mental Health, Teen",1
"Donna, Gephart",The Paris Project,"Fans of the Nate series by Tim Federle and The Fourteenth Goldfish by Jennifer Holm will love Cleveland Rosebud Potts in this poignant and heartfelt novel from the award-winning author of Lily and Dunkin.  Cleveland Rosebud Potts has a plan. If she can check off the six items on her très important Paris Project List she will make it out of the small-minded and scorching town of Sassafras, Florida, to a rich and cultured life at The American School of Paris.  Unfortunately, everything seems to conspire against Cleveland reaching her goal.  Cleveland is ashamed of her father and angry that her mother and sister are never around because they have to work extra shifts to help out the family. Her Eiffel Tower tin has zero funds. And to top it all off, Cleveland’s best friend Jenna Finch has decided she’s too fancy for her and her neighbor Declan seems to be hiding something.  As Cleveland puts her talents to the test, she must learn how to forgive family for their faults, appreciate friends for exactly who they are, and bloom where she’s planted—even if that’s in a tiny town in central Florida that doesn’t even have a French restaurant. C’èst la vie!","Middle Grade, Realistic Fiction, Fiction, Young Adult, LGBT, Contemporary, Childrens",1
"Raymond, Chandler",The Lady in the Lake,"Derace Kingsley's wife ran away to Mexico to get a quickie divorce and marry a Casanova-wannabe named Chris Lavery. Or so the note she left her husband insisted. Trouble is, when Philip Marlowe asks Lavery about it, he denies everything and sends the private investigator packing with a flea lodged firmly in his ear. But when Marlowe next encounters Lavery, he's denying nothing—on account of the two bullet holes in his heart. Now Marlowe's on the trail of a killer, who leads him out of smoggy LA and all the way to a murky mountain lake.","Mystery, Fiction, Crime, Noir, Classics, Detective, Thriller",1
"Arundhati, Roy",The God of Small Things,"The year is 1969. In the state of Kerala, on the southernmost tip of India, a skyblue Plymouth with chrome tailfins is stranded on the highway amid a Marxist workers' demonstration. Inside the car sit two-egg twins Rahel and Esthappen, and so begins their tale. . . .  Armed only with the invincible innocence of children, they fashion a childhood for themselves in the shade of the wreck that is their family—their lonely, lovely mother, Ammu (who loves by night the man her children love by day), their blind grandmother, Mammachi (who plays Handel on her violin), their beloved uncle Chacko (Rhodes scholar, pickle baron, radical Marxist, bottom-pincher), their enemy, Baby Kochamma (ex-nun and incumbent grandaunt), and the ghost of an imperial entomologist's moth (with unusually dense dorsal tufts).  When their English cousin, Sophie Mol, and her mother, Margaret Kochamma, arrive on a Christmas visit, Esthappen and Rahel learn that Things Can Change in a Day. That lives can twist into new, ugly shapes, even cease forever, beside their river ""graygreen."" With fish in it. With the sky and trees in it. And at night, the broken yellow moon in it.  The brilliantly plotted story uncoils with an agonizing sense of foreboding and inevitability. Yet nothing prepares you for what lies at the heart of it.  takes on the Big Themes—Love. Madness. Hope. Infinite Joy. Here is a writer who dares to break the rules. To dislocate received rhythms and create the language she requires, a language that is at once classical and unprecedented. Arundhati Roy has given us a book that is anchored to anguish, but fueled by wit and magic.","Fiction, India, Historical Fiction, Classics, Literary Fiction, Contemporary, Indian Literature",1
"Ryan, La Sala",The Honeys,"From Ryan La Sala, the wildly popular author of Reverie, comes a twisted and tantalizing horror novel set amidst the bucolic splendor of a secluded summer retreat.  Mars has always been the lesser twin, the shadow to his sister Caroline's radiance. But when Caroline dies under horrific circumstances, Mars is propelled to learn all he can about his once-inseparable sister who'd grown tragically distant.  Mars's genderfluidity means he's often excluded from the traditions -- and expectations -- of his politically-connected family. This includes attendance at the prestigious Aspen Conservancy Summer Academy where his sister poured so much of her time. But with his grief still fresh, he insists on attending in her place.  What Mars finds is a bucolic fairytale not meant for him. Folksy charm and sun-drenched festivities camouflage old-fashioned gender roles and a toxic preparatory rigor. Mars seeks out his sister's old friends: a group of girls dubbed the Honeys, named for the beehives they maintain behind their cabin. They are beautiful and terrifying -- and Mars is certain they're connected to Caroline's death.  But the longer he stays at Aspen, the more the sweet mountain breezes give way to hints of decay. Mars’s memories begin to falter, bleached beneath the relentless summer sun. Something is hunting him in broad daylight, toying with his mind. If Mars can't find it soon, it will eat him alive.","Horror, Young Adult, LGBT, Mystery, Queer, Thriller, Audiobook",1
"Nalo, Hopkinson",Skin Folk: Stories,"In Skin Folk, with works ranging from science fiction to Caribbean folklore, passionate love to chilling horror, Nalo Hopkinson is at her award-winning best, spinning tales like “Precious,” in which the narrator spews valuable coins and gems from her mouth whenever she attempts to talk or sing. In “A Habit of Waste,” a self-conscious woman undergoes elective surgery to alter her appearance; days later she’s shocked to see her former body climbing onto a public bus. In “The Glass Bottle Trick,” the young protagonist ignores her intuition regarding her new husband’s superstitions—to horrifying consequences.  Hopkinson’s unique pacing and vibrant dialogue sets a steady beat for stories that illustrate why she received the John W. Campbell Award for Best New Writer. Entertaining, challenging, and alluring, Skin Folk is not to be missed.","Short Stories, Fantasy, Horror, Fiction, Science Fiction, Queer, Speculative Fiction",1
"David, Levithan",Take Me With You When You Go,"From the New York Times bestselling authors of All the Bright Places and Every Day comes a story of hope, family, and finding your home in the people who matter the most.  Subject: You. Missing.  Ezra Ahern wakes up one day to find his older sister, Bea, gone. No note, no sign, nothing but an email address hidden somewhere only he would find it. Ezra never expected to be left behind with their abusive stepfather and their neglectful mother - how is he supposed to navigate life without Bea?  already knew she needed to get as far away from home as possible. But a message in her inbox changes everything, and she finds herself alone in a new city - without Ez, without a real plan - chasing someone who might not even want to be found.  As things unravel at home for Ezra, Bea confronts secrets about their past that will forever change the way they think about their family. Together and apart, broken by abuse but connected by love, this brother and sister must learn to trust themselves before they can find a way back to each other.","Young Adult, Contemporary, Fiction, LGBT, Romance, Realistic Fiction, Audiobook",1
"Elena, Poniatowska",Tinisima,"For this fictionalized account of the life of Tina Modotti (1896-1942), Elena Poniatowska devoted ten years of research to fully understand the woman who was so caught up in the social and political turbulence of the pre-World War II decades. At different times in her life, Modotti was a silent screen actress, a model for Diego Rivera's murals, and a lover of photographer Edward Weston. She was also a champion for the Mexican people who lovingly referred to her as Tinisima. In 1929, Modotti was accused of the murder of Julio Antonio Mella, her Cuban lover. She fled to the U.S.S.R. to escape the Mexican press and then to Europe, where she became a Soviet secret agent and a nurse under an assumed name, returning to Mexico to meet an early death at the age of forty-five. ""Poniatowska has made an art form of blending journalism and fiction. She tells this novel in an urgent present tense, segueing among short, vivid scenes with cinematic virtuosity. Ten years of research and a thorough knowledge of the currents of history contribute to this portrait, but equally important is Poniatowska's intuitive appreciation of a woman shaped and destroyed by her tumultuous times.""-- Publishers Weekly ""Poniatowska's profoundly moving evocation of her heroine's boundless soul flows like blood through the carefully erected factual structure of the real Modotti's astonishing life story. . . . A tour de force, Tinisima is a work to treasure.""-- Booklist","Fiction, Historical Fiction, Spanish Literature, Latin American, Contemporary, 20th Century, Womens",1
"Daniella, Brodsky",One Trick Pony,"MEET THE REGULARS at the One Trick Pony, Brooklyn's finest  Jesse the Player - gorgeous, charming, and oh-so-irresistible, he goes through girls quicker than you can say, ""Check, please!""  Abigail the Poet - quiet and beautiful, with a heart full of pain, she's scared that she won't recover from the loss of her mother.  Randall the MusicianÑyour typical procrastinator and Ÿber-sensitive emo guitarist, he can't find the courage to tell Abigail he loves her.  Kate the Know-It-All - stunning, overconfident, and a well-meaning buttinsky, she has everything figured out, or so she thinks.  When their favorite hangout closes, these four friends are more adrift than ever before. A mysterious young Frenchwoman named Caroline Deneuve reopens the doors of the One Trick Pony. And their lives will never be the same.",Young Adult,1
"Laurie Halse, Anderson",Speak,"The first ten lies they tell you in high school.  ""Speak up for yourself—we want to know what you have to say.""  From the first moment of her freshman year at Merryweather High, Melinda knows this is a big fat lie, part of the nonsense of high school. She is friendless, outcast, because she busted an end-of-summer party by calling the cops, so now nobody will talk to her, let alone listen to her. As time passes, she becomes increasingly isolated and practically stops talking altogether. Only her art class offers any solace, and it is through her work on an art project that she is finally able to face what really happened at that terrible party: she was raped by an upperclassman, a guy who still attends Merryweather and is still a threat to her. Her healing process has just begun when she has another violent encounter with him. But this time Melinda fights back, refuses to be silent, and thereby achieves a measure of vindication.  In Laurie Halse Anderson's powerful novel, an utterly believable heroine with a bitterly ironic voice delivers a blow to the hypocritical world of high school. She speaks for many a disenfranchised teenager while demonstrating the importance of speaking up for oneself.  was a 1999 National Book Award Finalist for Young People's Literature.","Young Adult, Fiction, Contemporary, Realistic Fiction, Mental Health, Coming Of Age, Teen",1
"Melissa, Kantor",Confessions of a Not It Girl,"Jan Miller is a senior in high school who’s convinced she is destined to lead the world’s least fabulous life. Her college application deadlines are looming and her French homework is taunting her. And she never seems to say the right thing around guys, unlike her best It Girl friend who knows the moves and lines to catch an older, adorable, sophisticated boyfriend. But Jan’s about to learn that in life and romance, being a Not It Girl has some major rewards.","Young Adult, Romance, Contemporary, Fiction, Chick Lit, Teen, Realistic Fiction",1
"Anna, Todd",After (AT),"Tessa is a good girl with a sweet, reliable boyfriend back home. She’s got direction, ambition, and a mother who’s intent on keeping her that way.  But she’s barely moved into her freshman dorm when she runs into Hardin. With his tousled brown hair, cocky British accent, tattoos, and lip ring, Hardin is cute and different from what she’s used to.  But he’s also rude—to the point of cruelty, even. For all his attitude, Tessa should hate Hardin. And she does—until she finds herself alone with him in his room. Something about his dark mood grabs her, and when they kiss it ignites within her a passion she’s never known before.  He’ll call her beautiful, then insist he isn't the one for her and disappear again and again. Despite the reckless way he treats her, Tessa is compelled to dig deeper and find the real Hardin beneath all his lies. He pushes her away again and again, yet every time she pushes back, he only pulls her in deeper.  Tessa already has the perfect boyfriend. So why is she trying so hard to overcome her own hurt pride and Hardin’s prejudice about nice girls like her?  Unless…could this be ?  Now newly revised and expanded, Anna Todd’s After fanfiction racked up 1 billion reads online and captivated readers across the globe. Experience the Internet’s most talked-about book for yourself!  There was the time before Tessa met Hardin, and then there’s everything ... Life will never be the same.","New Adult, Contemporary, Young Adult, Fiction, College, Contemporary Romance, Enemies To Lovers",1
"Andrea, Robertson",Wolfsbane,"The thrilling second book in the internationally bestselling Nightshade series!  When Calla Tor wakes up in the lair of the Searchers, her sworn enemies, she's certain her days are numbered. But then the Searchers make her an offer, one that gives her the chance to destroy her former masters and save the pack - and the man - she left behind. Is Ren worth the price of her freedom? And will Shay stand by her side no matter what? Now in control of her own destiny, Calla must decide which battles are worth fighting and how many trials true love can endure and still survive.  Calla's story continues in BLOODROSE . *formerly published under Andrea Cremer*","Young Adult, Fantasy, Paranormal, Werewolves, Romance, Paranormal Romance, Supernatural",1
"Brittany, Cavallaro",A Study in Charlotte,"The last thing Jamie Watson wants is a rugby scholarship to Sherringford, a Connecticut prep school just an hour away from his estranged father. But that’s not the only complication: Sherringford is also home to Charlotte Holmes, the famous detective’s great-great-great-granddaughter, who has inherited not only Sherlock’s genius but also his volatile temperament. From everything Jamie has heard about Charlotte, it seems safer to admire her from afar.  From the moment they meet, there’s a tense energy between them, and they seem more destined to be rivals than anything else. But when a Sherringford student dies under suspicious circumstances, ripped straight from the most terrifying of the Sherlock Holmes stories, Jamie can no longer afford to keep his distance. Jamie and Charlotte are being framed for murder, and only Charlotte can clear their names. But danger is mounting and nowhere is safe—and the only people they can trust are each other.","Mystery, Young Adult, Contemporary, Fiction, Retellings, Mystery Thriller, Audiobook",1
"Nancy, Crocker",Billie Standish Was Here,"CAN ONE UNLIKELY FRIENDSHIP SAVE A LIFE?  Billie Standish has pretty much no one. Her parents are too caught up in their own lives, and the only two girls in town her age want nothing to do with her. When it looks like a nearby levee might break, and Billie's elderly neighbor, Miss Lydia, is the only other person besides her family to stick around, a friendship is born out of circumstance. What happens during that time, in that empty town, is a tragedy that Billie can't bear alone. Can the love of one woman nearing the end of her life save the life of a young woman just at the beginning of living hers?","Young Adult, Fiction, Historical Fiction, Realistic Fiction, Coming Of Age, Contemporary, Historical",1
"Caroline B., Cooney",The Face on the Milk Carton,"No one ever really paid close attention to the faces of the missing children on the milk cartons. But as Janie Johnson glanced at the face of the ordinary little girl with her hair in tight pigtails, wearing a dress with a narrow white collar--a three-year-old who had been kidnapped twelve years before from a shopping mall in New Jersey--she felt overcome with shock. She recognized that little girl--it was she. How could it possibly be true?Janie can't believe that her loving parents kidnapped her, but as she begins to piece things together, nothing makes sense. Something is terribly wrong. Are Mr. and Mrs. Johnson really Janie's parents? And if not, who is Janie Johnson, and what really happened?","Young Adult, Mystery, Fiction, Childrens, Realistic Fiction, Middle Grade, Teen",1
"George R. R., Martin",The Official a Game of Thrones Coloring Book: An Adult Coloring Book,"The perfect gift for fans of George R. R. Martin’s A Song of Ice and Fire and HBO’s Game of Thrones, this one-of-a-kind coloring book features forty-five exclusive illustrations!   ALL MEN MUST DRAW   In a world where weddings are red, fire is green, and debts are paid in gold, countless images leap off the page thanks to the eye-popping intricacy of the vivid settings and details. Now, for the first time, fans of this blockbuster saga can fill in the blanks and marvel as this meticulously imagined universe comes to life, one sword, sigil, and castle at a time. With dozens of stunning original black-and-white illustrations from world-renowned illustrators Yvonne Gilbert, John Howe, Tomislav Tomić, Adam Stower, and Levi Pinfold, this unique collector’s item expands the reach of an international phenomenon with flying colors.","Colouring Books, Fantasy, Colouring, Art, High Fantasy, Reference, Adult Colouring Books",1
"Ian, McEwan",Amsterdam,"BOOKER PRIZE WINNER • NATIONAL BESTSELLER • A sharp contemporary morality tale, cleverly disguised as a comic novel, Amsterdam is ""a dark tour de force, perfectly fashioned"" ( The New York Times ) f rom the bestselling author of Atonement.  On a chilly February day, two old friends meet in the throng outside a London crematorium to pay their last respects to Molly Lane. Both Clive Linley and Vernon Halliday had been Molly's lovers in the days before they reached their current Clive is Britain's most successful modern composer, and Vernon is a newspaper editor. Gorgeous, feisty Molly had other lovers, too, notably Julian Garmony, Foreign Secretary, a notorious right-winger tipped to be the next prime minister. In the days that follow Molly's funeral, Clive and Vernon will make a pact with consequences that neither could have foreseen…  Don’t miss Ian McEwan’s new novel, Lessons .","Fiction, Contemporary, Literary Fiction, British Literature, Literature, Novels, 20th Century",1
"Stephanie, Tolan",Surviving the Applewhites,"The side-splittingly funny Newbery Honor Book about a rebellious boy who is sent to a home-schooling program run by one family—the creative, kooky, loud, and loving Applewhites!  Jake Semple is notorious. Rumor has it he managed to get kicked out of every school in Rhode Island, and actually burned the last one down to the ground.  Only one place will take him now, and that's a home school run by the Applewhites, a chaotic and hilarious family of poet Lucille, theater director Randolph, dancer Cordelia, and dreamy Destiny. The only one who doesn't fit the Applewhite mold is E.D.—a smart, sensible girl who immediately clashes with the defiant Jake.  Jake thinks surviving this new school will be a breeze . . . but is he really as tough or as bad as he seems?","Young Adult, Fiction, Realistic Fiction, Middle Grade, Childrens, Humor, Contemporary",1
"R. J., Anderson",Quicksilver,"Back in her hometown, Tori Beaugrand had everything a teenaged girl could want—popularity, money, beauty. But she also had a secret. A secret that could change her life in an instant, or destroy it.  Now she’s left everything from her old life behind, including her real name and Alison, the one friend who truly understood her. She can’t escape who and what she is. But if she wants to have anything like a normal life, she has to blend in and hide her unusual... talents.  Plans change when the enigmatic Sebastian Faraday reappears and gives Tori some bad news: she hasn’t escaped her past. In fact, she’s attracted new interest in the form of an obsessed ex-cop turned investigator for a genetics lab.  She has one last shot at getting her enemies off her trail and winning the security and independence she’s always longed for. But saving herself will take every ounce of Tori’s incredible electronics and engineering skills—and even then, she may need to sacrifice more than she could possibly imagine if she wants to be free.","Young Adult, Science Fiction, Fantasy, Paranormal, Aliens, Fiction, LGBT",1
"Jennifer, Mathieu",Moxie,"Moxie girls fight back!  Vivian Carter is fed up. Fed up with her small-town Texas high school that thinks the football team can do no wrong. Fed up with sexist dress codes and hallway harassment. But most of all, Viv Carter is fed up with always following the rules.  Viv’s mom was a punk rock Riot Grrrl in the ’90s, so now Viv takes a page from her mother’s past and creates a feminist zine that she distributes anonymously to her classmates. She’s just blowing off steam, but other girls respond. Pretty soon Viv is forging friendships with other young women across the divides of cliques and popularity rankings, and she realizes that what she has started is nothing short of a girl revolution.","Young Adult, Contemporary, Feminism, Fiction, Realistic Fiction, Romance, Young Adult Contemporary",1
"Matthew, Baker",If You Find This,"Mixing mystery and adventure in the tradition of Louis Sachar, Avi, and E.L. Konigsburg, If You Find This is the story of unlikely friendships, unexpected bravery and eleven-year-old Nicholas Funes's quest to prove his grandfather's treasure is real.  Nicholas is a math and music genius with no friends and a huge problem: His father has lost his job, and they'll have to sell their house, which holds the only memory Nicholas has of his younger brother. Just in time, Nicholas's senile grandfather arrives, filled with tales of priceless treasure he has hidden somewhere in town--but where?  With the help of misfit classmates, two grandfathers, a ghosthouse, hidden messages, séances, and an uncanny mind for numbers, Nicholas stages a nursing home breakout, tangles with high schoolers in smugglers' tunnels, and gets swept up in a duel with the biggest bullies in the neighborhood. Will it be enough to find the treasure and save his house?","Mystery, Middle Grade, Adventure, Childrens, Fiction, Realistic Fiction, Juvenile",1
"Karen, Hattrup",Our Year in Love and Parties,"Four nights of the highest highs and the lowest lows. Three seconds to get lost in a good party. Two friends with the potential to be something more. One year that will change everything. Tucker knows that relationships take work. Some are easier than others though. With his best friend, Bobby, and his mom, everything is simple and consistent. His dad, on the other hand, who is sick, still treats him like a nine-year-old. Then Erika Green comes back into his life, stirring up old feelings. A small part of him knows he shouldn’t get too attached during senior year. But a bigger part doesn’t want her to disappear again.  Erika from before the video liked to shock people with her words and bright- pink hair. Lately, she’s been holing herself up in small, liberal college life and hoping that the past will stay where it belongs—in a dumpster fire. But then she reconnected with Tucker Campanelli. With him, she doesn’t have to pretend to be okay. And she can’t deny the unexplainable connection between them. And though it’s complicated, she really wants to hold onto that feeling for as long as possible.","Romance, Young Adult, Contemporary, New Adult, Fiction, College, Audiobook",1
